"ID","Timestamp","Age","Country","EatMeat","OriginiInfluenceMarket","OriginiInfluenceRestaurant","BuyingFromWeb","WebSite","SpendForNoAntibiotics","QRcode","Satisfaction","WhySatisfation","MeatConsumptionReduction","Microbiome","Shop1","Shop2","Shop3","Shop4","Shop5","Advisor1","Advisor2","Advisor3","Advisor4","Advisor5","Advisor6","1","2","MeatPropensity","Awareness","EarlyAdoption"
10,"19/04/2021 17:08:41","18-29","Italy","At least three times a week","A little","Fairly","No","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, I would like to do it in the next few years","I have never heard of the microbiome","Supermarket","","","","","TV","","","","","",1,0,0.512279336130324,-0.710412771529075,0.178664205314751
11,"19/04/2021 17:38:14","18-29","Italy","Less than three times a week","Fairly","Fairly","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Butcher's","Local market","","","","Nutritionist","Magazines","","","","",0,1,-0.460551574951098,0.150236223774612,-0.341413798342345
12,"19/04/2021 17:44:08","< 18","Luxembourg","Every day","Fairly","Very","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I would like to do it in the next few years","I have never heard of the microbiome","Butcher's","Supermarket","","","","Internet forums","Personal trainer","","","","",1,0,1.29292250445506,0.140686750245743,0.127596222189099
13,"19/04/2021 17:48:18","18-29","Finland","Never","Very","A little","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","Yes","Supermarket","","","","","Internet forums","","","","","",0,1,-1.17051253014679,0.442372422653583,-0.0370439622014677
14,"19/04/2021 17:53:44","18-29","Germany","Less than three times a week","Very","Fairly","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Butcher's","","","","","TV","Personal trainer","Magazines","","","",0,1,-0.331191490627388,0.808893638186018,-0.322020849814342
15,"19/04/2021 18:07:55","18-29","Italy","Less than three times a week","Fairly","A little","Yes","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Local market","Supermarket","","","","Nutritionist","Internet forums","","","","",0,1,-0.411412342968516,-0.262712272623867,0.0836119873175646
16,"19/04/2021 18:07:58","18-29","Luxembourg","Less than three times a week","A little","Not at all","No","","Between 1% and 10% more","I have never scanned it","Yes","","No","I have never heard of the microbiome","Supermarket","","","","","Nutritionist","","","","","",1,0,-0.157008508539402,-1.04823458647216,0.0718462175713662
17,"19/04/2021 18:19:49","18-29","Luxembourg","Less than three times a week","Fairly","A little","Yes","","Between 1% and 10% more","I have never scanned it","No","They don't always seem to be really fresh, you can taste chemical products in some of them.","No","I have never heard of the microbiome","Local market","Supermarket","","","","Internet forums","TV","Personal trainer","","","",1,0,-0.108044437199171,-0.336978564030549,0.262816193661752
18,"19/04/2021 18:23:05","18-29","Italy","Less than three times a week","A little","A little","Yes","","> 30% more","I have never scanned it","No","Usually I have to buy the cheapest and the quality is low","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Internet forums","","","","","",0,1,-0.496336234337304,-0.656904071038084,0.262164432155741
19,"19/04/2021 18:24:33","18-29","Luxembourg","At least three times a week","Fairly","Very","No","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, I would like to do it in the next few years","I have never heard of the microbiome","Supermarket","","","","","Internet forums","TV","Magazines","","","",1,0,0.444155553319125,0.0259297580626273,0.132882137944781
20,"19/04/2021 18:26:13","18-29","Italy","Less than three times a week","Fairly","A little","Yes","","Between 1% and 10% more","I have never scanned it","No","Supermarket products lack in quality compared to what I expect to eat","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Butcher's","Supermarket","","","","Internet forums","","","","","",0,1,-0.263883108974505,-0.155175851861861,-0.0787719403977358
21,"19/04/2021 18:27:09","18-29","Italy","At least three times a week","Not at all","Not at all","No","","Equal","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","","","","","","",1,0,0.346572374929652,-1.77029400731816,0.234165029374939
22,"19/04/2021 18:29:46","18-29","Romania","Every day","Fairly","Fairly","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","No","I have never heard of the microbiome","Supermarket","","","","","TV","Personal trainer","","","","",1,0,1.30898894038787,-0.126885636773799,0.29278515946536
23,"19/04/2021 18:38:06","18-29","Luxembourg","Less than three times a week","Fairly","A little","No","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Internet forums","Personal trainer","Magazines","Supermarket/shop website","","",0,1,-0.394146172532157,-0.289035367578338,0.107696857752407
24,"19/04/2021 18:51:25","18-29","France","Less than three times a week","Fairly","Not at all","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","Nutritionist","my own research in internet","","","","",0,1,-0.432623774216424,-0.393913509565915,0.0502916193543389
25,"19/04/2021 19:05:15","18-29","Luxembourg","Every day","Fairly","A little","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","No","I have never heard of the microbiome","Supermarket","","","","","Internet forums","","","","","",1,0,1.24298239079037,-0.32767919393978,0.330569959682779
26,"19/04/2021 19:07:21","18-29","The Netherlands","Less than three times a week","Fairly","Not at all","Yes","","Between 10 and 30% more","nutrients, health impact and to know how processed the food is","Yes","","Yes, in the near future","I have heard about the microbiome, but I have never bought these products.","Butcher's","Local market","","","","Nutritionist","Internet forums","In the past","I read a lot about nutrition (Internet forums but also many many books)","","",1,0,-0.556811198817488,-0.210490085624615,-0.287605666983397
27,"19/04/2021 19:09:16","18-29","France","Less than three times a week","Very","Fairly","No","","Between 10 and 30% more","To know the impact that it can have on my health, eg is there a lot sugar ?...","Yes","","Yes, I already have","I have never heard of the microbiome","Local market","Supermarket","","","","Internet forums","Influencers on instagram and yourube ","","","","",0,1,-0.482777494411762,0.51320073425405,0.0224476278225617
28,"19/04/2021 19:12:35","18-29","Luxembourg","Every day","A little","A little","Yes","","Between 10 and 30% more","I have never scanned it","No","","Yes, I would like to do it in the next few years","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Nutritionist","Supermarket/shop website","","","","",1,0,0.956552147326852,-0.787362064242813,0.346577581193674
29,"19/04/2021 19:18:06","18-29","Luxembourg","Less than three times a week","Fairly","A little","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Local market","Supermarket","","","","Internet forums","Personal trainer","Magazines","Social media ","","",0,1,-0.396894982182383,-0.20858174494141,0.107296579934392
30,"19/04/2021 19:18:06","18-29","Germany","Less than three times a week","A little","A little","Yes","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, in the near future","I have never heard of the microbiome","Supermarket","","","","","Supermarket/shop website","","","","","",1,0,-0.528533173353809,-0.812046788859981,0.201290886324673
31,"19/04/2021 19:38:29","18-29","Luxembourg","Less than three times a week","Not at all","A little","Yes","","Equal","Calories appp","Yes","","Yes, I would like to do it in the next few years","Yes","Supermarket","","","","","Internet forums","","","","","",1,0,-0.138170360728492,-1.3230782461296,0.270821659802635
32,"19/04/2021 19:40:16","18-29","Switzerland","Every day","Very","A little","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, in the near future","I have never heard of the microbiome","Supermarket","","","","","Internet forums","Magazines","Supermarket/shop website","Youtube","","",1,0,0.717999784460864,0.221937774291936,0.195493841392639
33,"19/04/2021 19:52:55","18-29","Luxembourg","At least three times a week","A little","Not at all","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, in the near future","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Internet forums","","","","","",1,0,0.14385288359694,-0.949399468893716,0.258342829689561
34,"19/04/2021 20:11:53","18-29","UK","Never","Fairly","Not at all","No","","Equal","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","Internet forums","Supermarket/shop website","","","","",1,0,-1.06550327200244,-0.598174787720688,0.121915129713596
35,"19/04/2021 20:12:10","18-29","Bulgaria","At least three times a week","Not at all","Not at all","No","","Between 1% and 10% more","I have never scanned it","Yes","","No","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Nutritionist","Personal trainer","Magazines","Research papers","","",1,0,0.511287376043505,-1.59090229586305,0.156325921563402
36,"19/04/2021 20:25:24","18-29","Luxembourg","Less than three times a week","A little","Fairly","No","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","Nutritionist","Personal trainer","Magazines","Supermarket/shop website","","",0,1,-0.440798138458541,-0.640452005767733,0.0315025806997379
37,"19/04/2021 20:28:34","18-29","Slovakia","At least three times a week","Fairly","Very","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Local market","Supermarket","","","","Internet forums","Supermarket/shop website","","","","",1,0,0.248771351169256,0.0768215204041369,0.178199569566519
38,"19/04/2021 20:37:01","18-29","Luxembourg","At least three times a week","Fairly","Fairly","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","Yes","Supermarket","","","","","TV","Personal trainer","Magazines","Education ","","",1,0,0.328073511640714,0.0423661362887781,0.12968270535302
39,"19/04/2021 20:39:19","18-29","Germany","Less than three times a week","Very","A little","No","","> 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Local market","","","","","","","","","","",0,1,-0.691284847171719,0.47848772118989,-0.166933586941815
40,"19/04/2021 20:48:40","18-29","France","Less than three times a week","Fairly","A little","Yes","","Between 1% and 10% more","Additives","No","Too many additives, bad meat cuts, portions too big or too small, quickly perishing in the fridge","Yes, I already have","Yes","Supermarket","","","","","Internet forums","Magazines","","","","",0,1,-0.557174623439527,-0.204655236938071,0.168853503120596
41,"19/04/2021 20:52:35","30-49","Italy","At least three times a week","A little","Very","No","","> 30% more","I have never scanned it","Yes","","Yes, in the near future","I have never heard of the microbiome","Local market","Supermarket","","","","Internet forums","Supermarket/shop website","","","","",1,0,0.0615223681434987,-0.383778468269618,0.156151460913621
42,"19/04/2021 20:57:59","18-29","France","At least three times a week","Fairly","Very","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I would like to do it in the next few years","I have heard about the microbiome, but I have never bought these products.","Local market","Supermarket","","","","Internet forums","TV","Personal trainer","Supermarket/shop website","","",1,0,0.562667311223068,0.15174795444522,0.263936392039522
43,"19/04/2021 21:01:25","18-29","Romania","Less than three times a week","Fairly","Very","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I would like to do it in the next few years","Yes","Supermarket","","","","","Nutritionist","Internet forums","Personal trainer","","","",1,0,-0.317810248450299,0.286937014277148,0.0542081091668411
44,"19/04/2021 21:03:00","18-29","Romania","At least three times a week","A little","Fairly","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","Nutritionist","Internet forums","TV","","","",1,0,0.358510091069607,-0.636781046852715,0.141077055587339
45,"19/04/2021 21:08:31","18-29","France","At least three times a week","A little","Very","No","","> 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","Nutritionist","","","","","",1,0,0.153442064284347,-0.354935536290667,0.0672082588748331
46,"19/04/2021 21:18:17","18-29","Italy","At least three times a week","Not at all","Not at all","No","","Between 1% and 10% more","I have never scanned it","Yes","","No","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Nutritionist","Internet forums","Personal trainer","","","",1,0,0.588193035764016,-1.62627621043075,0.231991356238085
47,"19/04/2021 21:39:29","18-29","Italy","At least three times a week","Fairly","A little","Yes","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Nutritionist","","","","","",1,0,0.194976189007762,-0.23645263354173,0.109646220173863
48,"19/04/2021 21:43:38","18-29","Italy","Every day","A little","A little","Yes","","> 30% more","I have never scanned it","Yes","","Yes, in the near future","I have never heard of the microbiome","Supermarket","","","","","Internet forums","Supermarket/shop website","","","","",1,0,0.878807438488637,-0.768447262586756,0.371702361016556
49,"19/04/2021 21:53:11","18-29","Germany","Less than three times a week","Very","Fairly","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","TV","Magazines","","","","",0,1,-0.403684368289984,0.534435627338314,-0.0308621090835019
50,"19/04/2021 22:13:21","18-29","Luxembourg","Less than three times a week","Very","Very","Yes","I assume this website will potentially spend a lot of resources and funds to provide for the user experience. On top of that, I assume, the prices of the meat are going to be much higher. Therefore, this website is probably not going to be for a wider public. Economically struggling people are going to return to the same shops to buy the (at times questionable) meat and other animal products. For me, a solution is not to add another meat producing entity, but to reduce the existing once. Meat producti has one of the largest impacts on the climate change. However, if I were to buy meat once a in a while, yes I would check that website with detailed explanations, and if I could afford, I'd purchase through it.","Equal","I mostly buy products from the farmer's market, where I ask the person for info about the product. Otherwise, I don't scan, I check which country it comes from, some info about the composition. Scanning may be a good idea though.","Yes","It depends, it is yes and no. Vegetables from supermarkets are mostly bad, but those from CIGL , the local greenhouse located in Esch, is much better and perfectly affordable. Moreover, they sell only seasonal vegetables, which is another way of avoiding buying products that have been shipped from countries that are miles and miles away, causing a big carbon footprint. Veggies from supermarkets, on the other hand are not always good, can last surprisingly long which is super unnatural, and they don't even taste so ""real"".","Yes, I already have","Yes","Local market","","","","","Besides searching and reading stuff on the internet","I also consult with my general practitioner.","","","","",0,1,-0.683906985392808,0.932878055337742,-0.152023126760691
51,"19/04/2021 23:16:58","18-29","Luxembourg","Less than three times a week","Very","A little","Yes","","Between 1% and 10% more","I have never scanned it","Yes","I wish there were less plastic packages and more transparency regarding how animals are treated. ","Yes, I already have","I have never heard of the microbiome","Local market","I usually don't buy these products. I eat them at work or at the canteen of the university ","","","","Nutritionist","Internet","","","","",0,1,-0.682418154193081,0.391394983930498,-0.161980071410973
52,"19/04/2021 23:23:15","18-29","Luxembourg","At least three times a week","A little","Fairly","Yes","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, in the near future","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Internet forums","","","","","",1,0,0.115132234807021,-0.613102705575949,0.225848900228725
53,"19/04/2021 23:23:35","18-29","Romania","Less than three times a week","A little","A little","Yes","","> 30% more","I have never scanned it","No","Lack of information of the origin of the product ","Yes, I already have","I have never heard of the microbiome","Local market","Supermarket","","","","Internet forums","Supermarket/shop website","","","","",0,1,-0.456893596035758,-0.73241716221961,0.34271311777818
54,"20/04/2021 09:30:21","18-29","Luxembourg","Less than three times a week","Fairly","Not at all","Yes","","Equal","I have never scanned it","No","(Good) meat is expensive ","Yes, I already have","Yes","Supermarket","","","","","Internet forums","","","","","",0,1,-0.509160690601232,-0.50363542964227,0.245635738114956
55,"20/04/2021 10:01:35","18-29","Luxembourg","At least three times a week","A little","A little","Yes","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, I would like to do it in the next few years","I have heard about the microbiome, but I have never bought these products.","Local market","Supermarket","","","","Nutritionist","Internet forums","Personal trainer","","","",1,0,0.418589922813751,-0.785668603470059,0.207739336155942
56,"20/04/2021 10:46:43","18-29","Ireland","At least three times a week","Fairly","Not at all","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I would like to do it in the next few years","I have never heard of the microbiome","Butcher's","Supermarket","","","","Nutritionist","Internet forums","Personal trainer","","","",1,0,0.528151152428446,-0.43561157137904,-0.0658289356575536
57,"20/04/2021 10:57:53","30-49","Ireland","At least three times a week","A little","A little","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, in the near future","I have never heard of the microbiome","Butcher's","","","","","Nutritionist","Internet forums","","","","",1,0,0.0790792428633864,-0.618478575778444,-0.215308806636752
58,"20/04/2021 10:58:52","18-29","Ireland","Never","Very","Very","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Local market","Supermarket","","","","Nutritionist","Personal trainer","","","","",0,1,-1.27994954677876,0.91830519404613,-0.168800919729698
59,"20/04/2021 11:13:27","18-29","Ireland","Less than three times a week","Very","Fairly","No","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Internet forums","","","","","",0,1,-0.480757191280157,0.492104024834705,0.0240725763842615
60,"20/04/2021 11:15:01","18-29","Luxembourg","Never","Very","Fairly","No","","Equal","Nutrition value","No","No taste, a lot of adjectives","Yes, I already have","Yes","Supermarket","","","","","Nutritionist","Books","articles ","","","",0,1,-1.39038587378819,0.545138934172792,-0.0994216673587842
61,"20/04/2021 11:19:28","18-29","Ireland","Every day","Very","Very","No","","Equal","I have never scanned it","Yes","","No","I have never heard of the microbiome","Supermarket","","","","","Internet forums","","","","","",1,0,1.09986588620744,0.49221985395238,0.218473187541886
62,"20/04/2021 11:19:39","30-49","Ireland","Every day","Not at all","Very","No","","Between 1% and 10% more","I have never scanned it","Yes","","No","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Internet forums","","","","","",1,0,1.22237257491549,-1.03597918905998,0.292148300471795
63,"20/04/2021 11:27:00","30-49","Ireland","Every day","Very","Very","Yes","","Between 1% and 10% more","I have never scanned it","Yes","","No","Yes","Supermarket","","","","","Nutritionist","Internet forums","Supermarket/shop website","","","",1,0,1.08404141997903,0.759737917718533,0.210604023651337
64,"20/04/2021 11:27:50","18-29","Ireland","Never","A little","Not at all","Yes","","Between 1% and 10% more","Calories, protein, carbs","Yes","","Yes, I already have","Yes","Supermarket","","","","","Nutritionist","Internet forums","","","","",1,0,-1.07369416208387,-0.882341650186904,0.0813507327469184
65,"20/04/2021 11:27:51","18-29","Ireland","Less than three times a week","A little","Very","Yes","","> 30% more","I have never scanned it","Yes","","Yes, I already have","Yes","Supermarket","","","","","Nutritionist","Internet forums","Personal trainer","I am graduated in Food Science.","","",0,1,-0.415971095240681,-0.212278244353703,0.0794008321983679
66,"20/04/2021 11:29:04","18-29","Ireland","At least three times a week","A little","Not at all","No","","Equal","I have never scanned it","Yes","","No","I have never heard of the microbiome","Butcher's","Supermarket","","","","Nutritionist","TV","Personal trainer","","","",1,0,0.827819911107105,-1.09557804711572,-0.0231946364884434
67,"20/04/2021 11:32:19","30-49","Ireland","At least three times a week","Very","Not at all","Yes","","Equal","I have never scanned it","Yes","","Yes, in the near future","I have never heard of the microbiome","Supermarket","","","","","TV","Supermarket/shop website","","","","",1,0,0.176049048732319,0.000560696232367229,0.155895342955311
68,"20/04/2021 11:32:46","18-29","Ireland","Every day","A little","Not at all","Yes","","Between 1% and 10% more","I have never scanned it","Yes","","No","I have never heard of the microbiome","Supermarket","Brazilian Market","","","","Internet forums","TV","","","","",1,0,1.46113855136825,-1.14460573706474,0.413320451285
69,"20/04/2021 11:44:53","18-29","Italy","At least three times a week","Fairly","Very","Yes","","Between 10 and 30% more","Points","Yes","","Yes, in the near future","I have heard about the microbiome, but I have never bought these products.","Butcher's","","","","","Internet forums","","","","","",1,0,0.0654613663363001,0.337080233456557,-0.204886251912304
70,"20/04/2021 11:45:56","30-49","Ireland","At least three times a week","Not at all","Not at all","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","I never do it","","","","","",1,0,0.341052574232539,-1.53825154323254,0.236130427058218
71,"20/04/2021 11:50:08","18-29","Luxembourg","At least three times a week","A little","A little","Yes","","Between 10 and 30% more","About how to have it and where it comes from","Yes","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","Internet forums","Magazines","Supermarket/shop website","","","",1,0,0.348952884233381,-0.800089645738284,0.282917045651126
72,"20/04/2021 11:53:11","18-29","Italy","Less than three times a week","Very","Fairly","Yes","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Butcher's","Local market","Supermarket","","","Nutritionist","Personal trainer","","","","",0,1,-0.312517715718197,0.613071075018653,-0.211650891293791
73,"20/04/2021 11:58:25","30-49","Ireland","At least three times a week","Fairly","Very","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Local market","Supermarket","","","","Nutritionist","Internet forums","Supermarket/shop website","","","",1,0,0.202591207973749,0.209445692308811,0.130173799930539
74,"20/04/2021 11:59:51","30-49","Brazil","Every day","Fairly","Fairly","No","","Between 10 and 30% more","I have never scanned it","Yes","","No","I have never heard of the microbiome","Supermarket","","","","","Supermarket/shop website","","","","","",1,0,1.14005830275962,-0.169240647180865,0.238591770675054
75,"20/04/2021 12:01:34","18-29","Ireland","At least three times a week","A little","A little","Yes","","Equal","I have never scanned it","No","Low quality ","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","Nutritionist","","","","","",1,0,0.109421733702116,-0.886501137585379,0.210092254420703
76,"20/04/2021 12:05:07","18-29","Luxembourg","At least three times a week","Not at all","Not at all","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","No","I have heard about the microbiome, but I have never bought these products.","Local market","Supermarket","","","","Internet forums","","","","","",1,0,0.681557146008946,-1.54071038762104,0.362159183079901
77,"20/04/2021 12:08:05","30-49","Ireland","At least three times a week","A little","Not at all","Yes","","> 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Nutritionist","TV","Supermarket/shop website","","","",1,0,0.407080190286336,-0.851348226989857,0.185050486636869
78,"20/04/2021 12:30:06","30-49","Italy","Never","Very","A little","Yes","","> 30% more","I have never scanned it","Yes","But I’d like more clarity about the well-being of the animals. ","Yes, I already have","Yes","I don’t. ","","","","","Academic Journals. I am a food engineer. ","","","","","",0,1,-1.34189862940507,0.704182745618943,-0.237108163546463
79,"20/04/2021 12:34:49","18-29","Luxembourg","At least three times a week","Not at all","Not at all","No","","Between 10 and 30% more","I have never scanned it","No","Meat bought at supermarkets is not tender nor tasty enough","No","Yes","Butcher's","Supermarket","","","","Nutritionist","Magazines","","","","",1,0,0.536676587163167,-1.41115138791386,-0.017918749188352
80,"20/04/2021 12:43:34","18-29","Luxembourg","At least three times a week","Very","A little","No","","Between 1% and 10% more","I have never scanned it","No","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","Nutritionist","Internet forums","Supermarket/shop website","","","",1,0,0.0402058599762001,0.187285714171137,0.15716170130687
81,"20/04/2021 12:46:05","18-29","Italy","Every day","Very","Fairly","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I would like to do it in the next few years","I have heard about the microbiome, but I have never bought these products.","Butcher's","Local market","Supermarket","","","","","","","","",1,0,1.14020589351851,0.610884914387599,0.0073223207270652
82,"20/04/2021 12:46:42","18-29","Bulgaria","At least three times a week","Not at all","Not at all","No","","Between 1% and 10% more","I have never scanned it","Yes","","No","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Nutritionist","Personal trainer","Magazines","Research papers","","",1,0,0.511287376043505,-1.59090229586305,0.156325921563402
83,"20/04/2021 12:49:23","18-29","Italy","At least three times a week","Fairly","Fairly","No","","Between 10 and 30% more","I have never scanned it","Yes","","No","I have heard about the microbiome, but I have never bought these products.","Butcher's","Supermarket","","","","Nutritionist","","","","","",1,0,0.575759538599901,0.0243898664921063,-0.111075396318453
84,"20/04/2021 12:49:34","18-29","Luxembourg","Never","Very","Fairly","No","","Equal","Nutrition value","No","No taste, a lot of adjectives","Yes, I already have","Yes","Supermarket","","","","","Nutritionist","Books","articles ","","","",0,1,-1.39038587378819,0.545138934172792,-0.0994216673587842
85,"20/04/2021 12:54:27","18-29","Belgium","Never","Very","Very","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Internet forums","","","","","",0,1,-1.20924488000534,0.932726212568995,-0.0769201039039064
86,"20/04/2021 13:10:45","30-49","Ireland","Every day","Very","Very","Yes","","Between 1% and 10% more","I have never scanned it","Yes","","No","Yes","Supermarket","","","","","Nutritionist","Internet forums","Supermarket/shop website","","","",1,0,1.08404141997903,0.759737917718533,0.210604023651337
87,"20/04/2021 13:13:32","18-29","Luxembourg","Every day","Fairly","Fairly","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I would like to do it in the next few years","I have never heard of the microbiome","Butcher's","Local market","Supermarket","","","Supermarket/shop website","","","","","",1,0,1.25271003319238,-0.0492500013418259,0.0921154199484826
